,詞,標準症狀,詞長度
33760,右寸脈滑數脾脈滑尺脈弱,脈利度滑。,11
33761,右寸脈滑數脾脈滑尺脈弱,脈速度快。,11
33762,右寸脈滑數脾脈滑尺脈弱,脈利度滑。,11
33763,右寸脈滑數脾脈滑尺脈弱,脈力度弱。,11
33764,右寸短脈細數關軟弱按無力尺略滑,脈長度短。,15
33765,右寸短脈細數關軟弱按無力尺略滑,脈寬度細。,15
33766,右寸短脈細數關軟弱按無力尺略滑,脈速度快。,15
33767,右寸短脈細數關軟弱按無力尺略滑,脈力度弱。,15
33768,右寸短脈細數關軟弱按無力尺略滑,脈利度滑。,15
33769,右寸滑緊關脈緊滑尺稍弱,脈利度滑。,11
33770,右寸滑緊關脈緊滑尺稍弱,脈緊度緊。,11
33771,右寸滑緊關脈緊滑尺稍弱,脈利度滑。,11
33772,右寸滑緊關脈緊滑尺稍弱,脈力度弱。,11
33773,右寸關滑脈按下無力,脈利度滑。,9
33774,右寸關滑脈按下無力,脈部位沉。,9
33775,右寸關滑脈按下無力,脈力度弱。,9
33776,右尺脈弦滑感,脈緊度緊。,6
33777,右尺脈弦滑感,脈利度滑。,6
33778,右尺脈按下弦細感,脈緊度緊。,8
33779,右尺脈按下弦細感,脈寬度細。,8
33780,右手心肺脈會有澀象,脈利度澀。,9
33781,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈部位浮。,17
33782,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈利度滑。,17
33783,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈緊度緊。,17
33784,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈利度滑。,17
33785,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈利度滑。,17
33786,右肺脈浮稍滑脾部弦滑滑尺脈滑足平和,脈利度滑。,17
33787,右肺脈細弱,脈寬度細。,5
33788,右肺脈細弱,脈力度弱。,5
33789,右肺脈脾部滑胃脈滑尺脈滑中帶弦感,脈利度滑。,16
33790,右肺脈脾部滑胃脈滑尺脈滑中帶弦感,脈利度滑。,16
33791,右肺脈脾部滑胃脈滑尺脈滑中帶弦感,脈利度滑。,16
33792,右肺脈脾部滑胃脈滑尺脈滑中帶弦感,脈緊度緊。,16
33793,右肺脈脾部滑感胃脈稍弱尺脈滑弱稍數,脈利度滑。,17
33794,右肺脈脾部滑感胃脈稍弱尺脈滑弱稍數,脈力度弱。,17
33795,右肺脈脾部滑感胃脈稍弱尺脈滑弱稍數,脈利度滑。,17
33796,右肺脈脾部滑感胃脈稍弱尺脈滑弱稍數,脈力度弱。,17
33797,右肺脈脾部滑感胃脈稍弱尺脈滑弱稍數,脈速度快。,17
33798,右肺脈脾部滑感胃脈滑按下無力稍減尺脈弱,脈利度滑。,19
33799,右肺脈脾部滑感胃脈滑按下無力稍減尺脈弱,脈利度滑。,19
33800,右肺脈脾部滑感胃脈滑按下無力稍減尺脈弱,脈部位沉。,19
33801,右肺脈脾部滑感胃脈滑按下無力稍減尺脈弱,脈力度弱。,19
33802,右肺脈脾部滑感胃脈滑按下無力稍減尺脈弱,脈力度弱。,19
33803,右肺脈脾部滑感胃脈緊滑按下無力稍減尺脈弱,脈利度滑。,20
33804,右肺脈脾部滑感胃脈緊滑按下無力稍減尺脈弱,脈利度滑。,20
33805,右肺脈脾部滑感胃脈緊滑按下無力稍減尺脈弱,脈部位沉。,20
33806,右肺脈脾部滑感胃脈緊滑按下無力稍減尺脈弱,脈力度弱。,20
33807,右肺脈脾部滑感胃脈緊滑按下無力稍減尺脈弱,脈力度弱。,20
33808,右肺脈滑數,脈利度滑。,5
33809,右肺脈滑數,脈速度快。,5
33810,右肺脾腎脈弦弱稍緊,脈緊度緊。,9
33811,右肺脾腎脈弦弱稍緊,脈力度弱。,9
33812,右胃脈脾肝部弱感,脈力度弱。,8
33813,右胃脈脾肝部數有弱滑感,脈速度快。,11
33814,右胃脈脾肝部數有弱滑感,脈力度弱。,11
33815,右胃脈脾肝部數有弱滑感,脈利度滑。,11
33816,右胃脈滑脈,脈利度滑。,5
33817,右脈三部皆緩,脈速度慢。,6
33818,右脈寸五緩弱,脈速度慢。,6
33819,右脈寸五緩弱,脈力度弱。,6
33820,右脈寸外熱內寒關沉尺弱,脈部位沉。,11
33821,右脈寸外熱內寒關沉尺弱,脈力度弱。,11
33822,右脈寸平滑關寬緩尺,脈利度滑。,9
33823,右脈寸平滑關寬緩尺,脈速度慢。,9
33824,右脈寸平滑關寬緩尺弱,脈利度滑。,10
33825,右脈寸平滑關寬緩尺弱,脈速度慢。,10
33826,右脈寸平滑關寬緩尺弱,脈力度弱。,10
33827,右脈寸平關沉弱尺平,脈部位沉。,9
33828,右脈寸平關沉弱尺平,脈力度弱。,9
33829,右脈寸平關弦細尺弱,脈緊度緊。,9
33830,右脈寸平關弦細尺弱,脈寬度細。,9
33831,右脈寸平關弦細尺弱,脈力度弱。,9
33832,右脈寸平關滑沉弱,脈利度滑。,8
33833,右脈寸平關滑沉弱,脈部位沉。,8
33834,右脈寸平關滑沉弱,脈力度弱。,8
33835,右脈寸有動感關浮中滑,脈幅異常。,10
33836,右脈寸有動感關浮中滑,脈部位浮。,10
33837,右脈寸有動感關浮中滑,脈利度滑。,10
33838,右脈寸弦細按之無力,脈緊度緊。,9
33839,右脈寸弦細按之無力,脈寬度細。,9
33840,右脈寸弦細滑滑數關滑尺弱,脈緊度緊。,12
33841,右脈寸弦細滑滑數關滑尺弱,脈寬度細。,12
33842,右脈寸弦細滑滑數關滑尺弱,脈利度滑。,12
33843,右脈寸弦細滑滑數關滑尺弱,脈利度滑。,12
33844,右脈寸弦細滑滑數關滑尺弱,脈速度快。,12
33845,右脈寸弦細滑滑數關滑尺弱,脈利度滑。,12
33846,右脈寸弦細滑滑數關滑尺弱,脈力度弱。,12
33847,右脈寸弦細滑關細尺按之減,脈緊度緊。,12
33848,右脈寸弦細滑關細尺按之減,脈寬度細。,12
33849,右脈寸弦細滑關細尺按之減,脈利度滑。,12
33850,右脈寸弦細滑關細尺按之減,脈寬度細。,12
33851,右脈寸弦細滑關滑尺按之減,脈緊度緊。,12
33852,右脈寸弦細滑關滑尺按之減,脈寬度細。,12
33853,右脈寸弦細滑關滑尺按之減,脈利度滑。,12
33854,右脈寸弦細滑關滑尺按之減,脈利度滑。,12
33855,右脈寸弦滑尺弱,脈緊度緊。,7
33856,右脈寸弦滑尺弱,脈利度滑。,7
33857,右脈寸弦滑尺弱,脈力度弱。,7
33858,右脈寸弦滑按之減,脈緊度緊。,8
33859,右脈寸弦滑按之減,脈利度滑。,8
33860,右脈寸弦滑按之減關滑尺弱,脈緊度緊。,12
33861,右脈寸弦滑按之減關滑尺弱,脈利度滑。,12
33862,右脈寸弦滑按之減關滑尺弱,脈利度滑。,12
33863,右脈寸弦滑按之減關滑尺弱,脈力度弱。,12
33864,右脈寸弦滑數關細尺按之減,脈緊度緊。,12
33865,右脈寸弦滑數關細尺按之減,脈利度滑。,12
33866,右脈寸弦滑數關細尺按之減,脈速度快。,12
33867,右脈寸弦滑數關細尺按之減,脈寬度細。,12
33868,右脈寸弦滑數關滑尺弱,脈緊度緊。,10
33869,右脈寸弦滑數關滑尺弱,脈利度滑。,10
33870,右脈寸弦滑數關滑尺弱,脈速度快。,10
33871,右脈寸弦滑數關滑尺弱,脈利度滑。,10
33872,右脈寸弦滑數關滑尺弱,脈力度弱。,10
33873,右脈寸弦滑關細尺按之減,脈緊度緊。,11
33874,右脈寸弦滑關細尺按之減,脈利度滑。,11
33875,右脈寸弦滑關細尺按之減,脈寬度細。,11
33876,右脈寸弱關係澀尺細弱,脈力度弱。,10
33877,右脈寸弱關係澀尺細弱,脈利度澀。,10
33878,右脈寸弱關係澀尺細弱,脈寬度細。,10
33879,右脈寸弱關係澀尺細弱,脈力度弱。,10
33880,右脈寸弱關弱尺弱,脈力度弱。,8
33881,右脈寸弱關弱尺弱,脈力度弱。,8
33882,右脈寸弱關弱尺弱,脈力度弱。,8
33883,右脈寸弱關細尺沉,脈力度弱。,8
33884,右脈寸弱關細尺沉,脈寬度細。,8
33885,右脈寸弱關細尺沉,脈部位沉。,8
33886,右脈寸浮,脈部位浮。,4
33887,右脈寸浮弦滑有力,脈部位浮。,8
33888,右脈寸浮弦滑有力,脈緊度緊。,8
33889,右脈寸浮弦滑有力,脈利度滑。,8
33890,右脈寸浮弦滑有力,脈力度大。,8
33891,右脈寸浮弦滑按之減,脈部位浮。,9
33892,右脈寸浮弦滑按之減,脈緊度緊。,9
33893,右脈寸浮弦滑按之減,脈利度滑。,9
33894,右脈寸浮按之散關滑尺弱,脈部位浮。,11
33895,右脈寸浮按之散關滑尺弱,脈緊度散。,11
33896,右脈寸浮按之散關滑尺弱,脈利度滑。,11
33897,右脈寸浮按之散關滑尺弱,脈力度弱。,11
33898,右脈寸浮細,脈部位浮。,5
33899,右脈寸浮細,脈寬度細。,5
33900,右脈寸浮細數,脈部位浮。,6
33901,右脈寸浮細數,脈寬度細。,6
33902,右脈寸浮細數,脈速度快。,6
33903,右脈寸浮細關平尺弱,脈部位浮。,9
33904,右脈寸浮細關平尺弱,脈寬度細。,9
33905,右脈寸浮細關平尺弱,脈力度弱。,9
33906,右脈寸浮細關細弱尺沉,脈部位浮。,10
33907,右脈寸浮細關細弱尺沉,脈寬度細。,10
33908,右脈寸浮細關細弱尺沉,脈寬度細。,10
33909,右脈寸浮細關細弱尺沉,脈力度弱。,10
33910,右脈寸浮細關細弱尺沉,脈部位沉。,10
33911,右脈寸浮細關滑數尺弱,脈部位浮。,10
33912,右脈寸浮細關滑數尺弱,脈寬度細。,10
33913,右脈寸浮細關滑數尺弱,脈利度滑。,10
33914,右脈寸浮細關滑數尺弱,脈速度快。,10
33915,右脈寸浮細關滑數尺弱,脈力度弱。,10
33916,右脈寸浮數,脈部位浮。,5
33917,右脈寸浮數,脈速度快。,5
33918,右脈寸浮數按之散關滑尺弱,脈部位浮。,12
33919,右脈寸浮數按之散關滑尺弱,脈速度快。,12
33920,右脈寸浮數按之散關滑尺弱,脈緊度散。,12
33921,右脈寸浮數按之散關滑尺弱,脈利度滑。,12
33922,右脈寸浮數按之散關滑尺弱,脈力度弱。,12
33923,右脈寸浮緩關弦略緊,脈部位浮。,9
33924,右脈寸浮緩關弦略緊,脈速度慢。,9
33925,右脈寸浮緩關弦略緊,脈緊度緊。,9
33926,右脈寸浮澀關沉尺弱,脈部位浮。,9
33927,右脈寸浮澀關沉尺弱,脈利度澀。,9
33928,右脈寸浮澀關沉尺弱,脈部位沉。,9
33929,右脈寸浮澀關沉尺弱,脈力度弱。,9
33930,右脈寸浮澀關弱尺沉細弱,脈部位浮。,11
33931,右脈寸浮澀關弱尺沉細弱,脈利度澀。,11
33932,右脈寸浮澀關弱尺沉細弱,脈力度弱。,11
33933,右脈寸浮澀關弱尺沉細弱,脈部位沉。,11
33934,右脈寸浮澀關弱尺沉細弱,脈寬度細。,11
33935,右脈寸浮澀關弱尺沉細弱,脈力度弱。,11
33936,右脈寸浮關緊尺小弱,脈部位浮。,9
33937,右脈寸浮關緊尺小弱,脈緊度緊。,9
33938,右脈寸浮關緊尺小弱,脈力度弱。,9
33939,右脈寸浮關緊尺弱,脈部位浮。,8
33940,右脈寸浮關緊尺弱,脈緊度緊。,8
33941,右脈寸浮關緊尺弱,脈力度弱。,8
33942,右脈寸細弱關細弦尺沉,脈寬度細。,10
33943,右脈寸細弱關細弦尺沉,脈力度弱。,10
33944,右脈寸細弱關細弦尺沉,脈寬度細。,10
33945,右脈寸細弱關細弦尺沉,脈緊度緊。,10
33946,右脈寸細弱關細弦尺沉,脈部位沉。,10
33947,右脈寸細弱關細緊尺沉弱,脈寬度細。,11
33948,右脈寸細弱關細緊尺沉弱,脈力度弱。,11
33949,右脈寸細弱關細緊尺沉弱,脈寬度細。,11
33950,右脈寸細弱關細緊尺沉弱,脈緊度緊。,11
33951,右脈寸細弱關細緊尺沉弱,脈部位沉。,11
33952,右脈寸細弱關細緊尺沉弱,脈力度弱。,11
33953,右脈寸細弱關細緊澀尺沉,脈寬度細。,11
33954,右脈寸細弱關細緊澀尺沉,脈力度弱。,11
33955,右脈寸細弱關細緊澀尺沉,脈寬度細。,11
33956,右脈寸細弱關細緊澀尺沉,脈緊度緊。,11
33957,右脈寸細弱關細緊澀尺沉,脈利度澀。,11
33958,右脈寸細弱關細緊澀尺沉,脈部位沉。,11
33959,右脈寸細弱關細緊澀尺滑,脈寬度細。,11
33960,右脈寸細弱關細緊澀尺滑,脈力度弱。,11
33961,右脈寸細弱關細緊澀尺滑,脈寬度細。,11
33962,右脈寸細弱關細緊澀尺滑,脈緊度緊。,11
33963,右脈寸細弱關細緊澀尺滑,脈利度澀。,11
33964,右脈寸細弱關細緊澀尺滑,脈利度滑。,11
33965,右脈寸細弱關細澀尺沉弱,脈寬度細。,11
33966,右脈寸細弱關細澀尺沉弱,脈力度弱。,11
33967,右脈寸細弱關細澀尺沉弱,脈寬度細。,11
33968,右脈寸細弱關細澀尺沉弱,脈利度澀。,11
33969,右脈寸細弱關細澀尺沉弱,脈部位沉。,11
33970,右脈寸細弱關細澀尺沉弱,脈力度弱。,11
33971,右脈寸細滑減,脈寬度細。,6
33972,右脈寸細滑減,脈利度滑。,6
33973,右脈寸細緊關細軟尺弱,脈寬度細。,10
33974,右脈寸細緊關細軟尺弱,脈緊度緊。,10
33975,右脈寸細緊關細軟尺弱,脈寬度細。,10
33976,右脈寸細緊關細軟尺弱,脈力度弱。,10
33977,右脈寸細澀關緊尺沉細緊,脈寬度細。,11
33978,右脈寸細澀關緊尺沉細緊,脈利度澀。,11
33979,右脈寸細澀關緊尺沉細緊,脈緊度緊。,11
33980,右脈寸細澀關緊尺沉細緊,脈部位沉。,11
33981,右脈寸細澀關緊尺沉細緊,脈寬度細。,11
33982,右脈寸細澀關緊尺沉細緊,脈緊度緊。,11
33983,右脈寸細關弦細,脈寬度細。,7
33984,右脈寸細關弦細,脈緊度緊。,7
33985,右脈寸細關弦細,脈寬度細。,7
33986,右脈寸細關弦細尺弱,脈寬度細。,9
33987,右脈寸細關弦細尺弱,脈緊度緊。,9
33988,右脈寸細關弦細尺弱,脈寬度細。,9
33989,右脈寸細關弦細尺弱,脈力度弱。,9
33990,右脈寸細關細緊尺沉,脈寬度細。,9
33991,右脈寸細關細緊尺沉,脈寬度細。,9
33992,右脈寸細關細緊尺沉,脈緊度緊。,9
33993,右脈寸細關細緊尺沉,脈部位沉。,9
33994,右脈寸細關滑細,脈寬度細。,7
33995,右脈寸細關滑細,脈利度滑。,7
33996,右脈寸細關滑細,脈寬度細。,7
33997,右脈寸稍浮弦關尺弦細,脈部位浮。,10
33998,右脈寸稍浮弦關尺弦細,脈緊度緊。,10
33999,右脈寸稍浮弦關尺弦細,脈緊度緊。,10
34000,右脈寸稍浮弦關尺弦細,脈寬度細。,10
34001,右脈寸滑按之細數關滑尺中沉細緊,脈利度滑。,15
34002,右脈寸滑按之細數關滑尺中沉細緊,脈寬度細。,15
34003,右脈寸滑按之細數關滑尺中沉細緊,脈速度快。,15
34004,右脈寸滑按之細數關滑尺中沉細緊,脈利度滑。,15
34005,右脈寸滑按之細數關滑尺中沉細緊,脈部位沉。,15
34006,右脈寸滑按之細數關滑尺中沉細緊,脈寬度細。,15
34007,右脈寸滑按之細數關滑尺中沉細緊,脈緊度緊。,15
34008,右脈寸滑稍散按之澀弱,脈利度滑。,10
34009,右脈寸滑稍散按之澀弱,脈緊度散。,10
34010,右脈寸滑稍散按之澀弱,脈利度澀。,10
34011,右脈寸滑稍散按之澀弱,脈力度弱。,10
34012,右脈寸滑數關弦尺弱,脈利度滑。,9
34013,右脈寸滑數關弦尺弱,脈速度快。,9
34014,右脈寸滑數關弦尺弱,脈緊度緊。,9
34015,右脈寸滑數關弦尺弱,脈力度弱。,9
34016,右脈寸數,脈速度快。,4
34017,右脈寸數按之散關滑尺弱,脈速度快。,11
34018,右脈寸數按之散關滑尺弱,脈緊度散。,11
34019,右脈寸數按之散關滑尺弱,脈利度滑。,11
34020,右脈寸數按之散關滑尺弱,脈力度弱。,11
34021,右脈寸澀短,脈利度澀。,5
34022,右脈寸澀短,脈長度短。,5
34023,右脈寸濡弦數關尺弱,脈力度弱。,9
34024,右脈寸濡弦數關尺弱,脈部位浮。,9
34025,右脈寸濡弦數關尺弱,脈緊度散。,9
34026,右脈寸濡弦數關尺弱,脈緊度緊。,9
34027,右脈寸濡弦數關尺弱,脈速度快。,9
34028,右脈寸濡弦數關尺弱,脈力度弱。,9
34029,右脈寸濡按之減關滑尺弱,脈力度弱。,11
34030,右脈寸濡按之減關滑尺弱,脈部位浮。,11
34031,右脈寸濡按之減關滑尺弱,脈緊度散。,11
34032,右脈寸濡按之減關滑尺弱,脈利度滑。,11
34033,右脈寸濡按之減關滑尺弱,脈力度弱。,11
34034,右脈寸濡關部細逆氣尺無力,脈力度弱。,12
34035,右脈寸濡關部細逆氣尺無力,脈部位浮。,12
34036,右脈寸濡關部細逆氣尺無力,脈緊度散。,12
34037,右脈寸濡關部細逆氣尺無力,脈寬度細。,12
34038,右脈寸關大散按之弱,脈力度大。,9
34039,右脈寸關大散按之弱,脈緊度散。,9
34040,右脈寸關大散按之弱,脈力度弱。,9
34041,右脈寸關弦按之減尺弱,脈緊度緊。,10
34042,右脈寸關弦按之減尺弱,脈力度弱。,10
34043,右脈寸關弦滑,脈緊度緊。,6
34044,右脈寸關弦滑,脈利度滑。,6
34045,右脈寸關弦滑有力,脈緊度緊。,8
34046,右脈寸關弦滑有力,脈利度滑。,8
34047,右脈寸關弦滑有力,脈力度大。,8
34048,右脈寸關細尺弱,脈寬度細。,7
34049,右脈寸關細尺弱,脈力度弱。,7
34050,右脈寸關緊,脈緊度緊。,5
34051,右脈寸關緊感,脈緊度緊。,6
34052,右脈寸關緊滑感,脈緊度緊。,7
34053,右脈寸關緊滑感,脈利度滑。,7
34054,右脈寸關緩尺沉弱,脈速度慢。,8
34055,右脈寸關緩尺沉弱,脈部位沉。,8
34056,右脈寸關緩尺沉弱,脈力度弱。,8
34057,右脈中取稍弦細胃脈細稍弦尺弦弱,脈緊度緊。,15
34058,右脈中取稍弦細胃脈細稍弦尺弦弱,脈寬度細。,15
34059,右脈中取稍弦細胃脈細稍弦尺弦弱,脈寬度細。,15
34060,右脈中取稍弦細胃脈細稍弦尺弦弱,脈緊度緊。,15
34061,右脈中取稍弦細胃脈細稍弦尺弦弱,脈緊度緊。,15
34062,右脈中取稍弦細胃脈細稍弦尺弦弱,脈力度弱。,15
34063,右脈中取稍滑胃脈弦尺滑,脈利度滑。,11
34064,右脈中取稍滑胃脈弦尺滑,脈緊度緊。,11
34065,右脈中取稍滑胃脈弦尺滑,脈利度滑。,11
34066,右脈仍沉弱無力,脈部位沉。,7
34067,右脈仍沉弱無力,脈力度弱。,7
34068,右脈仍沉弱無力,脈力度弱。,7
34069,右脈尺脈有弦細象出現,脈緊度緊。,10
34070,右脈尺脈有弦細象出現,脈寬度細。,10
34071,右脈亦滑,脈利度滑。,4
34072,右脈吋浮虛數關細,脈部位浮。,8
34073,右脈吋浮虛數關細,脈速度快。,8
34074,右脈吋浮虛數關細,脈寬度細。,8
34075,右脈有力關按之有力（按之有細脈斜向太陽）,脈力度大。,20
34076,右脈有力關按之有力（按之有細脈斜向太陽）,脈力度大。,20
34077,右脈有力關按之有力（按之有細脈斜向太陽）,脈寬度細。,20
34078,右脈有滑象,脈利度滑。,5
34079,右脈沉弦細按之減,脈部位沉。,8
34080,右脈沉弦細按之減,脈緊度緊。,8
34081,右脈沉弦細按之減,脈寬度細。,8
34082,右脈沉弦關稍滑按之減,脈部位沉。,10
34083,右脈沉弦關稍滑按之減,脈緊度緊。,10
34084,右脈沉弦關稍滑按之減,脈利度滑。,10
34085,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈部位沉。,17
34086,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈力度弱。,17
34087,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈利度滑。,17
34088,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈速度快。,17
34089,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈利度滑。,17
34090,右脈沉弱於脾滑稍數滑數感仍稍有不適,脈速度快。,17
34091,右脈沉弱肺脈滑稍有力,脈部位沉。,10
34092,右脈沉弱肺脈滑稍有力,脈力度弱。,10
34093,右脈沉弱肺脈滑稍有力,脈利度滑。,10
34094,右脈沉弱肺脈滑稍有力,脈力度大。,10
34095,右脈沉弱無力左脈沉無力,脈部位沉。,11
34096,右脈沉弱無力左脈沉無力,脈力度弱。,11
34097,右脈沉弱無力左脈沉無力,脈力度弱。,11
34098,右脈沉弱無力左脈沉無力,脈部位沉。,11
34099,右脈沉弱無力左脈沉無力,脈力度弱。,11
34100,右脈沉細按之有力,脈部位沉。,8
34101,右脈沉細按之有力,脈寬度細。,8
34102,右脈沉細按之有力,脈力度大。,8
34103,右脈沉細按之較有力,脈部位沉。,9
34104,右脈沉細按之較有力,脈寬度細。,9
34105,右脈沉細按之較有力,脈力度大。,9
34106,右脈沉細按之濡不減,脈部位沉。,9
34107,右脈沉細按之濡不減,脈寬度細。,9
34108,右脈沉細按之濡不減,脈力度弱。,9
34109,右脈沉細按之濡不減,脈部位浮。,9
34110,右脈沉細按之濡不減,脈緊度散。,9
34111,右脈沉細弱按之減,脈部位沉。,8
34112,右脈沉細弱按之減,脈寬度細。,8
34113,右脈沉細弱按之減,脈力度弱。,8
34114,右脈沉細弱數,脈部位沉。,6
34115,右脈沉細弱數,脈寬度細。,6
