,詞,長度,標準症狀,備註,包含
5171,大便稍難,4,大便不暢。,新,_
5172,解便改善,4,,新,_
5173,惡露質濃,4,惡露質濃。,,_
5174,小便稍順,4,小便不暢。,新,_
5175,手拇指痛,4,手拇指痛。,,_
5176,手拇指麻,4,手拇指麻。,,_
5177,手心發麻,4,手心發麻。,,_
5178,大便較硬,4,大便質硬。,新,_
5179,手小指麻,4,手小指麻。,,_
5180,小便酸澀,4,小便不暢。,新,_
5181,手中指麻,4,手中指麻。,,_
5182,意識幻聽,4,意識幻聽。,,_
5183,便較成形,4,,新,_
5184,小便較少,4,小便量少。,新,_
5185,大便較少,4,大便量少。,新,_
5186,意識多言,4,意識多言。,,_
5187,腳容易麻,4,下肢麻木。,新,_
5188,手肘生斑,4,手肘生斑。,,_
5189,手肘生疹,4,手肘生疹。,,_
5190,惡露不止,4,惡露不止。,,_
5191,惡露不下,4,惡露不下。,,_
5192,意識孤僻,4,意識孤僻。,,_
5193,大便色可,4,？。,新,_
5194,手拇指冷,4,手拇指冷。,,_
5195,手拇指熱,4,手拇指熱。,,_
5196,下肢仍麻,4,下肢麻木。,新,_
5197,手腳仍麻,4,四肢麻木。,新,_
5198,小腿仍麻,4,下肢麻木。,新,_
5199,腰酸及麻,4,腰酸。腰麻。,新,_
5200,大便穩定,4,,新,_
5201,手掌多麻,4,手心發麻。,新,_
5202,大便稍軟,4,大便質稀。,新,_
5203,小便稍頻,4,小便次多。,新,_
5204,手中指冷,4,手中指冷。,,_
5205,便較不順,4,大便不暢。,新,_
5206,手中指熱,4,手中指熱。,,_
5207,便量不多,4,大便量少。,新,_
5208,手小指冷,4,手小指冷。,,_
5209,便量仍少,4,大便量少。,新,_
5210,手指痙攣,4,手指痙攣。,,_
5211,手指麻木,4,手指麻木。,,_
5212,腳仍易麻,4,下肢麻木。,新,_
5213,大便色暗,4,大便色黑。,新,_
5214,小便色可,4,？。,新,_
5215,手小指癢,4,手小指癢。,,_
5216,手心生斑,4,手心生斑。,,_
5217,小便斷續,4,？。,新,_
5218,先熱後寒,4,先熱後寒。,,_
5219,手心腫脹,4,手心腫脹。,,_
5220,小便叫清,4,小便色清。,新,_
5221,手指仍麻,4,手指麻木。,新,_
5222,便較不暢,4,大便不暢。,新,_
5223,房性早搏,4,房性早搏。,,_
5224,意識譫語,4,意識譫語。,,_
5225,乳房下垂,4,乳房下垂。,,_
5226,便後無力,4,便後無力。,,_
5227,停經溢乳,4,停經溢乳。,,_
5228,先寒後熱,4,先寒後熱。,,_
5229,手指腫脹,4,手指腫脹。,,_
5230,下肢麻痺,4,下肢麻木。,新,_
5231,手指生疹,4,手指生疹。,,_
5232,便量尚可,4,,新,_
5233,手肘指麻,4,手指麻木。手肘麻。,新,_
5234,便量正常,4,,新,_
5235,手小指熱,4,手小指熱。,,_
5236,便量稍多,4,大便量多。,新,_
5237,排便稍軟,4,大便質稀。,新,_
5238,小便稍赤,4,小便色紅。,新,_
5239,脈滑弱滑,4,脈利度滑。脈力度弱。脈利度滑。,脈診,
5240,解便成條,4,,新,_
5241,腳稍仍麻,4,下肢麻木。,新,_
5242,下肢易麻,4,下肢麻木。,新,_
5243,手肘痙攣,4,手肘痙攣。,,_
5244,手小指痛,4,手小指痛。,,_
5245,手心生疹,4,手心生疹。,,_
5246,手心痙攣,4,手心痙攣。,,_
5247,雙腳不麻,4,,新,_
5248,小便較難,4,小便不暢。,新,_
5249,手中指癢,4,手中指癢。,,_
5250,手指厥冷,4,手指厥冷。,,_
5251,手中指痛,4,手中指痛。,,_
5252,麻油炒蛋,4,,新,_
5253,大姆指麻,4,手拇指麻。,新,_
5254,手指拘急,4,手指拘急。,,_
5255,手指生斑,4,手指生斑。,,_
5256,脈沉細代,4,脈部位沉。脈寬度細。脈止率定。,脈診,
5257,脈沉細大,4,脈部位沉。脈寬度細。脈寬度寬。,脈診,
5258,意識呆滯,4,意識呆滯。,,_
5259,小便次多,4,小便次多。,,_
5260,大便灼熱,4,？。,新,_
5261,解便灼熱,4,？。,新,_
5262,大便無味,4,,新,_
5263,口苦乾麻,4,口苦。口乾。,新,_
5264,排便順暢,4,,新,_
5265,手指易麻,4,手指麻木。,新,_
5266,脈沉細濡,4,脈部位沉。脈寬度細。脈部位浮。脈力度弱。脈寬度細。,脈診,
5267,脈沉細短,4,脈部位沉。脈寬度細。脈長度短。,脈診,
5268,脈細數弱,4,脈寬度細。脈速度快。脈力度弱。,脈診,
5269,大便潛血,4,大便挾血。,新,_
5270,情緒恐懼,4,情緒恐懼。,,_
5271,情緒悲傷,4,情緒悲傷。,,_
5272,情緒憂鬱,4,情緒憂鬱。,,_
5273,情緒憤怒,4,情緒憤怒。,,_
5274,情緒煩躁,4,情緒煩躁。,,_
5275,情緒痛苦,4,情緒痛苦。,,_
5276,大便稍淨,4,大便不盡。,新,_
5277,小便瀕數,4,小便次多。,新,_
5278,小便澀痛,4,小便不暢。小便疼痛。,新,_
5279,小便澀少,4,小便不暢。小便量少。,新,_
5280,小便不暢,4,小便不暢。,,_
5281,情緒心驚,4,情緒心驚。,,_
5282,小便不盡,4,小便不盡。,,_
5283,後項痙攣,4,後項痙攣。,,_
5284,性欲亢進,4,性欲亢進。,,_
5285,大便稍可,4,,新,_
5286,情緒聲弱,4,情緒聲弱。,,_
5287,後項生斑,4,後項生斑。,,_
5288,小便量少,4,小便量少。,,_
5289,小便稍急,4,小便急迫。,新,_
5290,情緒心慌,4,情緒心慌。,,_
5291,情緒寡言,4,情緒寡言。,,_
5292,情緒急躁,4,情緒急躁。,,_
5293,大便每天,4,？。,新,_
5294,脈沉細細,4,脈部位沉。脈寬度細。脈寬度細。,脈診,
5295,脈沉細弦,4,脈部位沉。脈寬度細。脈緊度緊。脈長度長。,脈診,
5296,妊娠腹脹,4,妊娠腹脹。,,_
5297,小便無力,4,小便無力。,,_
5298,小便清澈,4,小便色清。,新,_
5299,小便清長,4,小便色清。小便量多。,新,_
5300,小便混濁,4,小便挾乳糜。,新,_
5301,小便渾濁,4,小便挾乳糜。,新,_
5302,便溏一日,4,？。,新,_
5303,小便潛血,4,小便挾血。,新,_
5304,小便稍澀,4,小便不暢。,新,_
5305,排便稍瀉,4,大便質稀。,新,_
5306,脈細數微,4,脈寬度細。脈速度快。脈寬度細。脈力度弱。,脈診,
5307,小便稍濁,4,小便挾乳糜。,新,_
5308,後項生疹,4,後項生疹。,,_
5309,小便稍暢,4,小便不暢。,新,_
5310,小便急迫,4,小便急迫。,,_
5311,小便味臭,4,小便味臭。,,_
5312,後項腫脹,4,後項腫脹。,,_
5313,小便不通,4,小便不通。,,_
5314,小便色棕,4,小便色棕。,,_
5315,小便色清,4,小便色清。,,_
5316,小便挾血,4,小便挾血。,,_
5317,大便每日,4,？。,新,_
5318,情緒多疑,4,情緒多疑。,,_
5319,消化不佳,4,大便挾食物。大便質稀。,新,_
5320,小便次少,4,小便次少。,,_
5321,小便色紅,4,小便色紅。,,_
5322,脈細有弦,4,脈寬度細。脈緊度緊。脈長度長。,脈診,
5323,下腹悶痛,4,下腹痛。下腹腫脹。,新,_
5324,肛門腫痛,4,肛門腫。肛門痛。,新,_
5325,脈細滑大,4,脈寬度細。脈利度滑。脈寬度寬。,脈診,
5326,脈細滑澀,4,脈寬度細。脈利度滑。脈利度澀。脈幅異常。,脈診,
5327,脈細滑滑,4,脈寬度細。脈利度滑。脈利度滑。,脈診,
5328,脈細滑沉,4,脈寬度細。脈利度滑。脈部位沉。,脈診,
5329,大便稍糊,4,大便質稀。,新,_
5330,小便量多,4,小便量多。,,_
5331,情緒多嘆,4,情緒多嘆。,,_
5332,小便稍痛,4,小便疼痛。,新,_
5333,大便水榭,4,,新,_
5334,脈弦滑細,4,脈緊度緊。脈長度長。脈利度滑。脈寬度細。,脈診,
5335,痰黃褐色,4,痰色黃。痰色棕。,新,_
5336,脈弦滑微,4,脈緊度緊。脈長度長。脈利度滑。脈寬度細。脈力度弱。,脈診,
5337,脈細有澀,4,脈寬度細。脈利度澀。脈幅異常。,脈診,
5338,脈細浮滑,4,脈寬度細。脈部位浮。脈利度滑。,脈診,
5339,脈細沉弱,4,脈寬度細。脈部位沉。脈力度弱。,脈診,
5340,脈數弦滑,4,脈速度快。脈緊度緊。脈長度長。脈利度滑。,脈診,
5341,脈細浮數,4,脈寬度細。脈部位浮。脈速度快。,脈診,
5342,胸口刺痛,4,胸痛。,新,_
5343,腸胃不適,4,,新,_
5344,脈細數動,4,脈寬度細。脈速度快。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
5345,脈細數大,4,脈寬度細。脈速度快。脈寬度寬。,脈診,
5346,脈細數實,4,脈寬度細。脈速度快。脈寬度寬。脈長度長。,脈診,
5347,情緒神疲,4,情緒神疲。,,_
5348,大便水瀉,4,大便質稀。,新,_
5349,大便水狀,4,大便質稀。,新,_
5350,小便泡多,4,？。,新,_
5351,小便泡沫,4,,新,_
5352,大便流血,4,？。,新,_
5353,小便灼熱,4,小便灼熱。,,_
5354,小便浮油,4,？。,新,_
5355,寒熱往來,4,寒熱往來。,,_
5356,子宮脫垂,4,子宮脫垂。,,_
5357,妊娠頭暈,4,妊娠頭暈。,,_
5358,脈沉細緊,4,脈部位沉。脈寬度細。脈緊度緊。,脈診,
5359,後腦腫脹,4,後腦腫脹。,,_
5360,大便稍暢,4,大便不暢。,新,_
5361,大便稍稀,4,大便質稀。,新,_
5362,性欲低落,4,性欲低落。,,_
5363,大便稍秘,4,大便質硬。大便次少。,新,_
5364,情緒亢奮,4,情緒亢奮。,,_
5365,脈弦弱濡,4,脈緊度緊。脈長度長。脈力度弱。脈部位浮。脈力度弱。脈寬度細。,脈診,
5366,眼皮水腫,4,眼瞼浮腫。,新,_
5367,脈弦弱滑,4,脈緊度緊。脈長度長。脈力度弱。脈利度滑。,脈診,
5368,脈細數弦,4,脈寬度細。脈速度快。脈緊度緊。脈長度長。,脈診,
5369,大便燥結,4,大便質硬。,新,_
5370,小腹墜脹,4,小腹墜脹。,,_
5371,大便略硬,4,大便質硬。,新,_
5372,脈浮弦實,4,脈部位浮。脈緊度緊。脈長度長。脈寬度寬。脈長度長。,脈診,
5373,舌苔薄白,4,舌苔厚度薄。舌苔顏色白。,舌診,_
5374,妊娠難產,4,妊娠難產。,,_
5375,小便稍紅,4,小便色紅。,新,_
5376,脈洪大數,4,脈寬度寬。脈寬度寬。脈速度快。,脈診,
5377,脈洪稍大,4,脈寬度寬。脈寬度寬。,脈診,
5378,脈洪稍數,4,脈寬度寬。脈速度快。,脈診,
5379,脈浮代弦,4,脈部位浮。脈止率定。脈緊度緊。脈長度長。,脈診,
5380,脈浮大弱,4,脈部位浮。脈寬度寬。脈力度弱。,脈診,
5381,脈浮大數,4,脈部位浮。脈寬度寬。脈速度快。,脈診,
5382,脈浮弦動,4,脈部位浮。脈緊度緊。脈長度長。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
5383,脈浮弦弦,4,脈部位浮。脈緊度緊。脈長度長。脈緊度緊。脈長度長。,脈診,
5384,脈沉緊數,4,脈部位沉。脈緊度緊。脈速度快。,脈診,
5385,後腦痙攣,4,後腦痙攣。,,_
5386,後腦生疹,4,後腦生疹。,,_
5387,後腦生斑,4,後腦生斑。,,_
5388,便稍不暢,4,大便不暢。,新,_
5389,脈沉短弱,4,脈部位沉。脈長度短。脈力度弱。,脈診,
5390,脈沉短滑,4,脈部位沉。脈長度短。脈利度滑。,脈診,
5391,脈沉稍弦,4,脈部位沉。脈緊度緊。脈長度長。,脈診,
5392,脈浮弦疾,4,脈部位浮。脈緊度緊。脈長度長。脈速度疾。,脈診,
5393,食慾改善,4,,新,_
5394,脈洪大緩,4,脈寬度寬。脈寬度寬。脈速度慢。,脈診,
5395,小便稍平,4,,新,_
5396,二便稍少,4,大便量少。小便量少。,新,_
5397,小便稍少,4,小便量少。,新,_
5398,大便稍少,4,大便量少。,新,_
5399,目壓過高,4,,新,_
5400,排便稍平,4,,新,_
5401,脈沉稍浮,4,脈部位沉。脈部位浮。,脈診,
5402,二便稍平,4,,新,_
5403,小腿生斑,4,小腿生斑。,,_
5404,小便疼痛,4,小便疼痛。,,_
5405,小腿生疹,4,小腿生疹。,,_
5406,小腿痙攣,4,小腿痙攣。,,_
5407,小腿腫脹,4,小腿腫脹。,,_
5408,左耳重聽,4,左耳重聽。,,_
5409,張口抬肩,4,張口抬肩。,,_
5410,睡眠改善,4,,新,_
5411,脈浮弦弱,4,脈部位浮。脈緊度緊。脈長度長。脈力度弱。,脈診,
5412,脈浮弦數,4,脈部位浮。脈緊度緊。脈長度長。脈速度快。,脈診,
5413,脈沉濡滑,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈利度滑。,脈診,
5414,脈沉濡長,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈長度長。,脈診,
5415,脈沉細沉,4,脈部位沉。脈寬度細。脈部位沉。,脈診,
5416,脈沉細數,4,脈部位沉。脈寬度細。脈速度快。,脈診,
5417,脈沉滑緩,4,脈部位沉。脈利度滑。脈速度慢。,脈診,
5418,脈沉細微,4,脈部位沉。脈寬度細。脈寬度細。脈力度弱。,脈診,
5419,大便稍多,4,大便量多。,新,_
5420,脈洪大微,4,脈寬度寬。脈寬度寬。脈寬度細。脈力度弱。,脈診,
5421,脈洪數大,4,脈寬度寬。脈速度快。脈寬度寬。,脈診,
5422,小便略紅,4,小便色紅。,新,_
5423,脈沉濡細,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈寬度細。,脈診,
5424,小腹攣急,4,小腹攣急。,,_
5425,大便略糊,4,大便質稀。,新,_
5426,小便略黃,4,小便色黃。,新,_
5427,小便異常,4,,新,_
5428,排便異常,4,,新,_
5429,小便色白,4,小便色白。,,_
5430,糞便淺血,4,大便挾血。,新,_
5431,小便淡黃,4,小便色黃。,新,_
5432,小便色黃,4,小便色黃。,,_
5433,小便淋瀝,4,小便不盡。,新,_
5434,脈沉濡數,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈速度快。,脈診,
5435,脈沉緊大,4,脈部位沉。脈緊度緊。脈寬度寬。,脈診,
5436,脈浮弦沉,4,脈部位浮。脈緊度緊。脈長度長。脈部位沉。,脈診,
5437,脈沉濡弱,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈力度弱。,脈診,
5438,脈浮弦洪,4,脈部位浮。脈緊度緊。脈長度長。脈寬度寬。,脈診,
5439,排便稍可,4,,新,_
5440,解便稍可,4,,新,_
5441,小便稍可,4,,新,_
5442,小便失禁,4,小便失禁。,,_
5443,小便挾砂,4,小便挾砂。,,_
5444,小便挾精,4,小便挾精。,,_
5445,小便挾膿,4,小便挾膿。,,_
5446,小腿厥冷,4,小腿厥冷。,,_
5447,小便短赤,4,小便量少。小便色紅。,新,_
5448,脈沉細緩,4,脈部位沉。脈寬度細。脈速度慢。,脈診,
5449,鼻過敏史,4,,新,_
5450,脈沉稍洪,4,脈部位沉。脈寬度寬。,脈診,
5451,脈沉細長,4,脈部位沉。脈寬度細。脈長度長。,脈診,
5452,舌苔厚白,4,舌苔厚度厚。舌苔顏色白。,舌診,_
5453,脈沉滑長,4,脈部位沉。脈利度滑。脈長度長。,脈診,
5454,脈沉澀大,4,脈部位沉。脈利度澀。脈幅異常。脈寬度寬。,脈診,
5455,脈沉澀弱,4,脈部位沉。脈利度澀。脈幅異常。脈力度弱。,脈診,
5456,脈沉澀數,4,脈部位沉。脈利度澀。脈幅異常。脈速度快。,脈診,
5457,脈沉澀細,4,脈部位沉。脈利度澀。脈幅異常。脈寬度細。,脈診,
5458,脈沉澀長,4,脈部位沉。脈利度澀。脈幅異常。脈長度長。,脈診,
5459,脈沉濡弦,4,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈緊度緊。脈長度長。,脈診,
5460,意識多笑,4,意識多笑。,,_
5461,大便艱難,4,大便不暢。,新,_
5462,脈細滑微,4,脈寬度細。脈利度滑。脈寬度細。脈力度弱。,脈診,
5463,脈動數滑,4,脈速度快。脈力度強。脈利度滑。脈長度短。脈速度快。脈利度滑。,脈診,
5464,脈沉緊細,4,脈部位沉。脈緊度緊。脈寬度細。,脈診,
5465,脈浮弦短,4,脈部位浮。脈緊度緊。脈長度長。脈長度短。,脈診,
5466,脈浮弦澀,4,脈部位浮。脈緊度緊。脈長度長。脈利度澀。脈幅異常。,脈診,
5467,脈沉稍弱,4,脈部位沉。脈力度弱。,脈診,
5468,脈浮弦滑,4,脈部位浮。脈緊度緊。脈長度長。脈利度滑。,脈診,
5469,脈沉稍微,4,脈部位沉。脈寬度細。脈力度弱。,脈診,
5470,脈沉稍數,4,脈部位沉。脈速度快。,脈診,
5471,大便稍綠,4,大便色綠。,新,_
5472,便較正常,4,,新,_
5473,便較成型,4,,新,_
5474,脈沉緩緊,4,脈部位沉。脈速度慢。脈緊度緊。,脈診,
5475,基本資料,4,,新,_
5476,脈沉緩澀,4,脈部位沉。脈速度慢。脈利度澀。脈幅異常。,脈診,
5477,不嚼檳榔,4,,新,_
5478,脈浮細澀,4,脈部位浮。脈寬度細。脈利度澀。脈幅異常。,脈診,
5479,脈沉緩細,4,脈部位沉。脈速度慢。脈寬度細。,脈診,
5480,解便不暢,4,大便不暢。,新,_
5481,脈促細澀,4,脈速度快。脈止率亂。脈寬度細。脈利度澀。脈幅異常。,脈診,
5482,脈沉數緩,4,脈部位沉。脈速度快。脈速度慢。,脈診,
5483,脈促浮弦,4,脈速度快。脈止率亂。脈部位浮。脈緊度緊。脈長度長。,脈診,
5484,脈促動數,4,脈速度快。脈止率亂。脈速度快。脈力度強。脈利度滑。脈長度短。脈速度快。,脈診,
5485,脈洪大大,4,脈寬度寬。脈寬度寬。脈寬度寬。,脈診,
5486,脈沉弦動,4,脈部位沉。脈緊度緊。脈長度長。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
5487,脈沉滑遲,4,脈部位沉。脈利度滑。脈速度慢。,脈診,
5488,脈沉滑緊,4,脈部位沉。脈利度滑。脈緊度緊。,脈診,
5489,脈浮弦緊,4,脈部位浮。脈緊度緊。脈長度長。脈緊度緊。,脈診,
5490,脈沉弦數,4,脈部位沉。脈緊度緊。脈長度長。脈速度快。,脈診,
5491,脈數緊澀,4,脈速度快。脈緊度緊。脈利度澀。脈幅異常。,脈診,
5492,脈動澀澀,4,脈速度快。脈力度強。脈利度滑。脈長度短。脈利度澀。脈幅異常。脈利度澀。脈幅異常。,脈診,
5493,脈沉緊澀,4,脈部位沉。脈緊度緊。脈利度澀。脈幅異常。,脈診,
5494,脈沉代芤,4,脈部位沉。脈止率定。脈緊度緊。脈長度長。脈形中空。,脈診,
5495,少苔質紅,4,？。,舌診,_
5496,脈有弦滑,4,脈緊度緊。脈長度長。脈利度滑。,脈診,
5497,脈動浮滑,4,脈速度快。脈力度強。脈利度滑。脈長度短。脈部位浮。脈利度滑。,脈診,
5498,脈沉弦弱,4,脈部位沉。脈緊度緊。脈長度長。脈力度弱。,脈診,
5499,小便稍黃,4,小便色黃。,新,_
5500,脈有緩弱,4,脈速度慢。脈力度弱。,脈診,
5501,脈沉弦散,4,脈部位沉。脈緊度緊。脈長度長。脈緊度散。,脈診,
5502,脈沉弦浮,4,脈部位沉。脈緊度緊。脈長度長。脈部位浮。,脈診,
5503,易流鼻血,4,鼻衄。,新,_
5504,脈沉弦滑,4,脈部位沉。脈緊度緊。脈長度長。脈利度滑。,脈診,
5505,脈沉弦澀,4,脈部位沉。脈緊度緊。脈長度長。脈利度澀。脈幅異常。,脈診,
5506,脈沉弦濡,4,脈部位沉。脈緊度緊。脈長度長。脈部位浮。脈力度弱。脈寬度細。,脈診,
5507,脈沉弦細,4,脈部位沉。脈緊度緊。脈長度長。脈寬度細。,脈診,
5508,大便條狀,4,？。,新,_
5509,脈沉弦結,4,脈部位沉。脈緊度緊。脈長度長。脈速度慢。脈止率亂。,脈診,
5510,脈沉弦緊,4,脈部位沉。脈緊度緊。脈長度長。脈緊度緊。,脈診,
5511,手及耳癢,4,？。,新,_
5512,脈沉弦微,4,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈力度弱。,脈診,
5513,脈有細細,4,脈寬度細。脈寬度細。,脈診,
5514,脈有細弱,4,脈寬度細。脈力度弱。,脈診,
5515,脈有細弦,4,脈寬度細。脈緊度緊。脈長度長。,脈診,
5516,脈數細澀,4,脈速度快。脈寬度細。脈利度澀。脈幅異常。,脈診,
5517,脈數結代,4,脈速度快。脈速度慢。脈止率亂。脈止率定。,脈診,
5518,脈沉弱浮,4,脈部位沉。脈力度弱。脈部位浮。,脈診,
5519,脈沉沉弦,4,脈部位沉。脈部位沉。脈緊度緊。脈長度長。,脈診,
5520,脈弦濡細,4,脈緊度緊。脈長度長。脈部位浮。脈力度弱。脈寬度細。脈寬度細。,脈診,
5521,脈有稍弱,4,脈力度弱。,脈診,
5522,脈有弦數,4,脈緊度緊。脈長度長。脈速度快。,脈診,
5523,脈有弦細,4,脈緊度緊。脈長度長。脈寬度細。,脈診,
5524,脈有弦緊,4,脈緊度緊。脈長度長。脈緊度緊。,脈診,
5525,脈沉滑弦,4,脈部位沉。脈利度滑。脈緊度緊。脈長度長。,脈診,
5526,脈沉數大,4,脈部位沉。脈速度快。脈寬度寬。,脈診,
5527,脈有浮滑,4,脈部位浮。脈利度滑。,脈診,
5528,脈有浮細,4,脈部位浮。脈寬度細。,脈診,
5529,脈有滑數,4,脈利度滑。脈速度快。,脈診,
5530,脈有澀弱,4,脈利度澀。脈幅異常。脈力度弱。,脈診,
5531,脈沉弦長,4,脈部位沉。脈緊度緊。脈長度長。脈長度長。,脈診,
5532,脈沉沉細,4,脈部位沉。脈部位沉。脈寬度細。,脈診,
5533,脈沉弱動,4,脈部位沉。脈力度弱。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
5534,脈沉弱大,4,脈部位沉。脈力度弱。脈寬度寬。,脈診,
5535,脈沉散數,4,脈部位沉。脈緊度散。脈速度快。,脈診,
5536,脈沉數動,4,脈部位沉。脈速度快。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
5537,脈沉數弦,4,脈部位沉。脈速度快。脈緊度緊。脈長度長。,脈診,
5538,脈沉滑數,4,脈部位沉。脈利度滑。脈速度快。,脈診,
5539,脈沉數弱,4,脈部位沉。脈速度快。脈力度弱。,脈診,
5540,己有多年,4,,特,_
5541,脈弦細細,4,脈緊度緊。脈長度長。脈寬度細。脈寬度細。,脈診,
