,原始症狀,標準症狀
38950,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈力度弱。
38951,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈部位沉。
38952,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈緊度緊。
38953,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈速度慢。
38954,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈利度滑。
38955,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈緊度緊。
38956,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈緊度緊。
38957,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈力度弱。
38958,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈部位沉。
38959,肺脈緩滑胃脈弦緊稍弱尺脈沉緊仍,脈緊度緊。
38960,肺脈緩滑胃脈緊稍弱尺脈沉,脈速度慢。
38961,肺脈緩滑胃脈緊稍弱尺脈沉,脈利度滑。
38962,肺脈緩滑胃脈緊稍弱尺脈沉,脈力度弱。
38963,肺脈緩滑胃脈緊稍弱尺脈沉,脈部位沉。
38964,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈速度慢。
38965,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈利度滑。
38966,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈力度弱。
38967,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈部位沉。
38968,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈部位浮。
38969,肺脈緩滑胃脈緊稍弱尺脈沉浮細感,脈寬度細。
38970,肺脈澀胃脈澀數尺脈弱,脈利度澀。
38971,肺脈澀胃脈澀數尺脈弱,脈利度澀。
38972,肺脈澀胃脈澀數尺脈弱,脈速度快。
38973,肺脈澀胃脈澀數尺脈弱,脈力度弱。
38974,肺脈澀弱仍在,脈利度澀。
38975,肺脈澀弱仍在,脈力度弱。
38976,肺脈澀弱胃脈澀數尺脈弱,脈利度澀。
38977,肺脈澀弱胃脈澀數尺脈弱,脈力度弱。
38978,肺脈澀弱胃脈澀數尺脈弱,脈利度澀。
38979,肺脈澀弱胃脈澀數尺脈弱,脈速度快。
38980,肺脈澀弱胃脈澀數尺脈弱,脈力度弱。
38981,肺細弱脾滑弱稍數尺脈弱,脈寬度細。
38982,肺細弱脾滑弱稍數尺脈弱,脈力度弱。
38983,肺細弱脾滑弱稍數尺脈弱,脈利度滑。
38984,肺細弱脾滑弱稍數尺脈弱,脈力度弱。
38985,肺細弱脾滑弱稍數尺脈弱,脈速度快。
38986,肺細弱脾滑弱稍數尺脈弱,脈力度弱。
38987,肺細脾脈弱尺脈弱,脈寬度細。
38988,肺細脾脈弱尺脈弱,脈力度弱。
38989,肺細脾脈弱尺脈弱,脈力度弱。
38990,肺脾弱尺脈浮滑弱,脈力度弱。
38991,肺脾弱尺脈浮滑弱,脈部位浮。
38992,肺脾弱尺脈浮滑弱,脈利度滑。
38993,肺脾弱尺脈浮滑弱,脈力度弱。
38994,肺脾脈無法觀察尺脈沉弱,脈部位沉。
38995,肺脾脈無法觀察尺脈沉弱,脈力度弱。
38996,肺脾部滑關部滑尺脈沉滑,脈利度滑。
38997,肺脾部滑關部滑尺脈沉滑,脈利度滑。
38998,肺脾部滑關部滑尺脈沉滑,脈部位沉。
38999,肺脾部滑關部滑尺脈沉滑,脈利度滑。
39000,肺脾腎脈皆有弱象,脈力度弱。
39001,肺脾腎脈稍有細澀感,脈寬度細。
39002,肺脾腎脈稍有細澀感,脈利度澀。
39003,肺滑胃弱尺脈弱,脈利度滑。
39004,肺滑胃弱尺脈弱,脈力度弱。
39005,肺滑胃弱尺脈弱,脈力度弱。
39006,肺滑胃脈滑尺脈弱,脈利度滑。
39007,肺滑胃脈滑尺脈弱,脈利度滑。
39008,肺滑胃脈滑尺脈弱,脈力度弱。
39009,肺滑弱胃脈滑弱,脈利度滑。
39010,肺滑弱胃脈滑弱,脈力度弱。
39011,肺滑弱胃脈滑弱,脈利度滑。
39012,肺滑弱胃脈滑弱,脈力度弱。
39013,肺滑弱脾滑尺脈弱,脈利度滑。
39014,肺滑弱脾滑尺脈弱,脈力度弱。
39015,肺滑弱脾滑尺脈弱,脈利度滑。
39016,肺滑弱脾滑尺脈弱,脈力度弱。
39017,肺滑脾弦尺脈稍弱,脈利度滑。
39018,肺滑脾弦尺脈稍弱,脈緊度緊。
39019,肺滑脾弦尺脈稍弱,脈力度弱。
39020,肺滑脾滑尺脈滑弱緩,脈利度滑。
39021,肺滑脾滑尺脈滑弱緩,脈利度滑。
39022,肺滑脾滑尺脈滑弱緩,脈利度滑。
39023,肺滑脾滑尺脈滑弱緩,脈力度弱。
39024,肺滑脾滑尺脈滑弱緩,脈速度慢。
39025,肺滑脾滑弱尺沉弱滑脈,脈利度滑。
39026,肺滑脾滑弱尺沉弱滑脈,脈利度滑。
39027,肺滑脾滑弱尺沉弱滑脈,脈力度弱。
39028,肺滑脾滑弱尺沉弱滑脈,脈部位沉。
39029,肺滑脾滑弱尺沉弱滑脈,脈力度弱。
39030,肺滑脾滑弱尺沉弱滑脈,脈利度滑。
39031,肺滑脾緊稍減滑尺脈滑弱,脈利度滑。
39032,肺滑脾緊稍減滑尺脈滑弱,脈利度滑。
39033,肺滑脾緊稍減滑尺脈滑弱,脈利度滑。
39034,肺滑脾緊稍減滑尺脈滑弱,脈力度弱。
39035,肺滑數胃稍緊數尺脈稍沉,脈利度滑。
39036,肺滑數胃稍緊數尺脈稍沉,脈速度快。
39037,肺滑數胃稍緊數尺脈稍沉,脈速度快。
39038,肺滑數胃稍緊數尺脈稍沉,脈部位沉。
39039,肺滑澀胃脈滑弱,脈利度滑。
39040,肺滑澀胃脈滑弱,脈利度澀。
39041,肺滑澀胃脈滑弱,脈利度滑。
39042,肺滑澀胃脈滑弱,脈力度弱。
39043,肺滑澀脾弱澀尺脈弱,脈利度滑。
39044,肺滑澀脾弱澀尺脈弱,脈利度澀。
39045,肺滑澀脾弱澀尺脈弱,脈力度弱。
39046,肺滑澀脾弱澀尺脈弱,脈利度澀。
39047,肺滑澀脾弱澀尺脈弱,脈力度弱。
39048,近日舌破,舌瘡。
39049,近日較口乾舌燥,舌苔濕度乾。
39050,近日較口乾舌燥,舌苔濕度乾。
39051,持續化療舌苔白質紅,舌苔顏色白。
39052,持續化療舌苔白質紅,舌體顏色深紅色。
39053,按下無力尺脈稍滑有力,脈部位沉。
39054,按下無力尺脈稍滑有力,脈力度弱。
39055,按下無力尺脈稍滑有力,脈利度滑。
39056,按下無力尺脈稍滑有力,脈力度大。
39057,按之有力舌,脈力度大。
39058,皆是尺脈滑數,脈利度滑。
39059,皆是尺脈滑數,脈速度快。
39060,皆是細脈,脈寬度細。
39061,紅感稍減脈弱,脈力度弱。
39062,胃的弦脈,脈緊度緊。
39063,胃肺脈間有浮細弦細感,脈部位浮。
39064,胃肺脈間有浮細弦細感,脈寬度細。
39065,胃肺脈間有浮細弦細感,脈緊度緊。
39066,胃肺脈間有浮細弦細感,脈寬度細。
39067,胃納平脈沉弱無力,脈部位沉。
39068,胃納平脈沉弱無力,脈力度弱。
39069,胃納平脈沉弱無力,脈力度弱。
39070,胃脈中取滑按尺脈弱,脈利度滑。
39071,胃脈中取滑按尺脈弱,脈力度弱。
39072,胃脈中弱按下弱,脈力度弱。
39073,胃脈中弱按下弱,脈力度弱。
39074,胃脈心肺部細,脈寬度細。
39075,胃脈心部細,脈寬度細。
39076,胃脈心脾部位弦象,脈緊度緊。
39077,胃脈沉弦細感,脈部位沉。
39078,胃脈沉弦細感,脈緊度緊。
39079,胃脈沉弦細感,脈寬度細。
39080,胃脈沉弱,脈部位沉。
39081,胃脈沉弱,脈力度弱。
39082,胃脈沉滑偏弱,脈部位沉。
39083,胃脈沉滑偏弱,脈利度滑。
39084,胃脈沉滑偏弱,脈力度弱。
39085,胃脈沉滑稍弱,脈部位沉。
39086,胃脈沉滑稍弱,脈利度滑。
39087,胃脈沉滑稍弱,脈力度弱。
39088,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈緊度緊。
39089,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈力度弱。
39090,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈緊度緊。
39091,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈緊度緊。
39092,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈寬度細。
39093,胃脈弦尺脈弱心脈弦肝脈弦細尺脈弱,脈力度弱。
39094,胃脈弦滑,脈緊度緊。
39095,胃脈弦滑,脈利度滑。
39096,胃脈弦滑尺,脈緊度緊。
39097,胃脈弦滑尺,脈利度滑。
39098,胃脈弦滑尺脈滑浮散數,脈緊度緊。
39099,胃脈弦滑尺脈滑浮散數,脈利度滑。
39100,胃脈弦滑尺脈滑浮散數,脈利度滑。
39101,胃脈弦滑尺脈滑浮散數,脈部位浮。
39102,胃脈弦滑尺脈滑浮散數,脈緊度散。
39103,胃脈弦滑尺脈滑浮散數,脈速度快。
39104,胃脈浮起,脈部位浮。
39105,胃脈偏沉,脈部位沉。
39106,胃脈偏細,脈寬度細。
39107,胃脈細感尺脈弱,脈寬度細。
39108,胃脈細感尺脈弱,脈力度弱。
39109,胃脈細澀,脈寬度細。
39110,胃脈細澀,脈利度澀。
39111,胃脈稍弦細感,脈緊度緊。
39112,胃脈稍弦細感,脈寬度細。
39113,胃脈稍弱尺脈弱,脈力度弱。
39114,胃脈稍弱尺脈弱,脈力度弱。
39115,胃脈稍浮弱稍細,脈部位浮。
39116,胃脈稍浮弱稍細,脈力度弱。
39117,胃脈稍浮弱稍細,脈寬度細。
39118,胃脈稍短,脈長度短。
39119,胃脈稍滑有力,脈利度滑。
39120,胃脈稍滑有力,脈力度大。
39121,胃脈滑大,脈利度滑。
39122,胃脈滑大,脈力度大。
39123,胃脈滑大散,脈利度滑。
39124,胃脈滑大散,脈力度大。
39125,胃脈滑大散,脈緊度散。
39126,胃脈滑右尺脈緊象,脈利度滑。
39127,胃脈滑弱,脈利度滑。
39128,胃脈滑弱,脈力度弱。
39129,胃脈緊尺脈弱,脈力度弱。
39130,胃脈緊尺脈滑細數,脈利度滑。
39131,胃脈緊尺脈滑細數,脈寬度細。
39132,胃脈緊尺脈滑細數,脈速度快。
39133,胃脈緊數按下無力細弱,脈速度快。
39134,胃脈緊數按下無力細弱,脈部位沉。
39135,胃脈緊數按下無力細弱,脈力度弱。
39136,胃脈緊數按下無力細弱,脈寬度細。
39137,胃脈緊數按下無力細弱,脈力度弱。
39138,胃脈澀弱,脈利度澀。
39139,胃脈澀弱,脈力度弱。
39140,胃部脈稍散象,脈緊度散。
39141,胃滑數有澀尺脈弱,脈利度滑。
39142,胃滑數有澀尺脈弱,脈速度快。
39143,胃滑數有澀尺脈弱,脈利度澀。
39144,胃滑數有澀尺脈弱,脈力度弱。
39145,苔中白質兩邊紅舌乾,舌苔濕度乾。
39146,苔白微膩質淡紅右脈緩,舌苔顏色白。
39147,苔白微膩質淡紅右脈緩,脈力度弱。
39148,苔白微膩質淡紅右脈緩,脈寬度細。
39149,苔白微膩質淡紅右脈緩,舌苔質地黏膩。
39150,苔白微膩質淡紅右脈緩,舌體顏色淡紅色。
39151,苔白微膩質淡紅右脈緩,脈速度慢。
39152,苔白質淡舌尖紅舌乾,舌苔顏色白。
39153,苔白質淡舌尖紅舌乾,舌苔濕度乾。
39154,苔白質淡兩邊紅舌乾,舌苔顏色白。
39155,苔白質淡兩邊紅舌乾,舌苔濕度乾。
39156,苔白質淡微紅舌乾,舌苔顏色白。
39157,苔白質淡微紅舌乾,脈力度弱。
39158,苔白質淡微紅舌乾,脈寬度細。
39159,苔白質淡微紅舌乾,舌苔濕度乾。
39160,苔稍厚白舌質淡紅,舌體顏色淡紅色。
39161,苔薄白微暗質紅舌乾口角炎,舌苔厚度薄。
39162,苔薄白微暗質紅舌乾口角炎,脈力度弱。
39163,苔薄白微暗質紅舌乾口角炎,脈寬度細。
39164,苔薄白微暗質紅舌乾口角炎,舌體顏色深紅色。
39165,苔薄白微暗質紅舌乾口角炎,舌苔濕度乾。
39166,食時舌頭易起瘀點,舌體形體點刺。
39167,食道青脈曲張破裂出血,舌體形體裂紋。
39168,倦怠焦慮急躁聽失眠偶頭痛停藥後四肢冰冷口乾舌燥症狀正在發,舌苔濕度乾。
39169,倦怠焦慮急躁聽失眠偶頭痛停藥後四肢冰冷口乾舌燥症狀正在發,舌苔濕度乾。
39170,唇口色暗如有瘀血脈稍沉滑,舌體形體點刺。
39171,唇口色暗如有瘀血脈稍沉滑,脈部位沉。
39172,唇口色暗如有瘀血脈稍沉滑,脈利度滑。
39173,弱脈倒會有平,脈力度弱。
39174,弱脈續針,脈力度弱。
39175,弱無力滑脾脈滑按下滑尺脈細,脈力度弱。
39176,弱無力滑脾脈滑按下滑尺脈細,脈力度弱。
39177,弱無力滑脾脈滑按下滑尺脈細,脈利度滑。
39178,弱無力滑脾脈滑按下滑尺脈細,脈利度滑。
39179,弱無力滑脾脈滑按下滑尺脈細,脈利度滑。
39180,弱無力滑脾脈滑按下滑尺脈細,脈寬度細。
39181,弱寬脾脈滑數弱尺脈弱,脈力度弱。
39182,弱寬脾脈滑數弱尺脈弱,脈利度滑。
39183,弱寬脾脈滑數弱尺脈弱,脈速度快。
39184,弱寬脾脈滑數弱尺脈弱,脈力度弱。
39185,弱寬脾脈滑數弱尺脈弱,脈力度弱。
39186,弱數肝脈浮緊,脈力度弱。
39187,弱數肝脈浮緊,脈速度快。
39188,弱數肝脈浮緊,脈部位浮。
39189,弱數肝脈浮緊,脈緊度緊。
39190,弱數數脈仍在,脈力度弱。
39191,弱數數脈仍在,脈速度快。
39192,弱數數脈仍在,脈速度快。
39193,氣有耗散之脈仍會有,脈緊度散。
39194,浮弦脈,脈部位浮。
39195,浮弦脈,脈緊度緊。
39196,浮弱尺脈沉緊,脈部位浮。
39197,浮弱尺脈沉緊,脈力度弱。
39198,浮弱尺脈沉緊,脈部位沉。
39199,浮弱尺脈沉緊,脈緊度緊。
39200,浮弱脈現,脈部位浮。
39201,浮弱脈現,脈力度弱。
39202,浮脈平,脈部位浮。
39203,浮細脈作,脈部位浮。
39204,浮細脈作,脈寬度細。
39205,浮細脈象,脈部位浮。
39206,浮細脈象,脈寬度細。
39207,浮部的脈皆弱,脈部位浮。
39208,浮部的脈皆弱,脈力度弱。
39209,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈部位浮。
39210,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈利度滑。
39211,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈部位浮。
39212,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈利度滑。
39213,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈速度快。
39214,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈部位沉。
39215,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈力度弱。
39216,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈力度弱。
39217,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈部位沉。
39218,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈緊度緊。
39219,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈速度快。
39220,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,脈力度大。
39221,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,舌體形體點刺。
39222,浮滑心脈浮滑數肝脈按下無力偏弱尺脈沉弦數舌質胖大有瘀少苔,舌苔厚度薄。
39223,浮數肝脈滑尺脈沉弱,脈部位浮。
39224,浮數肝脈滑尺脈沉弱,脈速度快。
39225,浮數肝脈滑尺脈沉弱,脈利度滑。
39226,浮數肝脈滑尺脈沉弱,脈部位沉。
39227,浮數肝脈滑尺脈沉弱,脈力度弱。
39228,疲倦舌苔中白有裂痕質淡紅,舌體形體裂紋。
39229,疲倦舌苔中白有裂痕質淡紅,舌體顏色淡紅色。
39230,疲倦舌苔白有裂痕質淡紅,舌苔顏色白。
39231,疲倦舌苔白有裂痕質淡紅,舌體形體裂紋。
39232,疲倦舌苔白有裂痕質淡紅,舌體顏色淡紅色。
39233,疲倦舌苔白微膩有裂痕質淡兩邊紅,舌苔顏色白。
39234,疲倦舌苔白微膩有裂痕質淡兩邊紅,脈力度弱。
39235,疲倦舌苔白微膩有裂痕質淡兩邊紅,脈寬度細。
39236,疲倦舌苔白微膩有裂痕質淡兩邊紅,舌苔質地黏膩。
39237,疲倦舌苔白微膩有裂痕質淡兩邊紅,舌體形體裂紋。
39238,疲倦舌苔紅質薄白有凸起紋路,舌苔厚度薄。
39239,疲倦舌苔微膩質微暗紅,脈力度弱。
39240,疲倦舌苔微膩質微暗紅,脈寬度細。
39241,疲倦舌苔微膩質微暗紅,舌苔質地黏膩。
39242,疲倦舌苔微膩質微暗紅,脈力度弱。
39243,疲倦舌苔微膩質微暗紅,脈寬度細。
39244,疲倦舌苔質微暗淡紅有齒痕,脈力度弱。
39245,疲倦舌苔質微暗淡紅有齒痕,脈寬度細。
39246,疲倦舌苔質微暗淡紅有齒痕,舌體形體齒痕。
39247,疲倦舌苔質暗紅有瘀鬱,舌體顏色深紅色。
39248,疲倦舌苔質暗紅有瘀鬱,舌體形體點刺。
39249,疲倦舌苔薄白質尖紅,舌苔厚度薄。
39250,疲倦舌苔薄質淡紅,舌苔厚度薄。
39251,疲倦舌苔薄質淡紅,舌體顏色淡紅色。
39252,疲倦苔白舌質暗紅微齒痕,舌苔顏色白。
39253,疲倦苔白舌質暗紅微齒痕,舌體顏色深紅色。
39254,疲倦苔白舌質暗紅微齒痕,脈力度弱。
39255,疲倦苔白舌質暗紅微齒痕,脈寬度細。
39256,疲倦苔白舌質暗紅微齒痕,舌體形體齒痕。
39257,疲倦微胖舌苔中橫裂痕質淡兩邊紅,脈力度弱。
39258,疲倦微胖舌苔中橫裂痕質淡兩邊紅,脈寬度細。
39259,疲倦微胖舌苔中橫裂痕質淡兩邊紅,舌體形體裂紋。
39260,疲倦膚黑微胖舌苔白中裂痕質淡兩邊紅,脈力度弱。
39261,疲倦膚黑微胖舌苔白中裂痕質淡兩邊紅,脈寬度細。
39262,疲倦膚黑微胖舌苔白中裂痕質淡兩邊紅,舌苔顏色白。
39263,疲倦膚黑微胖舌苔白中裂痕質淡兩邊紅,舌體形體裂紋。
39264,疲倦膚黑微胖舌苔白中橫裂痕質淡兩邊紅,脈力度弱。
39265,疲倦膚黑微胖舌苔白中橫裂痕質淡兩邊紅,脈寬度細。
39266,疲倦膚黑微胖舌苔白中橫裂痕質淡兩邊紅,舌苔顏色白。
39267,疲倦膚黑微胖舌苔白中橫裂痕質淡兩邊紅,舌體形體裂紋。
39268,眠差脈沉弱,脈部位沉。
39269,眠差脈沉弱,脈力度弱。
39270,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,舌苔濕度乾。
39271,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,舌苔濕度乾。
39272,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,舌苔濕度乾。
39273,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,脈利度澀。
39274,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,脈力度弱。
39275,眠淺嗜睡口乾舌燥偶胃酸多偶日解便次約多年仍目乾目澀微改善,脈寬度細。
39276,胸口悶口乾舌燥稍有,舌苔濕度乾。
39277,胸口悶口乾舌燥稍有,舌苔濕度乾。
39278,能弱無力脾脈弱有弦滑稍數尺脈弱,脈力度弱。
39279,能弱無力脾脈弱有弦滑稍數尺脈弱,脈力度弱。
39280,能弱無力脾脈弱有弦滑稍數尺脈弱,脈力度弱。
39281,能弱無力脾脈弱有弦滑稍數尺脈弱,脈緊度緊。
39282,能弱無力脾脈弱有弦滑稍數尺脈弱,脈利度滑。
39283,能弱無力脾脈弱有弦滑稍數尺脈弱,脈速度快。
39284,能弱無力脾脈弱有弦滑稍數尺脈弱,脈力度弱。
39285,能滑胃脈沉弱,脈利度滑。
39286,能滑胃脈沉弱,脈部位沉。
39287,能滑胃脈沉弱,脈力度弱。
39288,脂肪肝脈左脈足右脈稍弱,脈力度弱。
39289,脈又弱,脈力度弱。
39290,脈大滑動舌紅苔白有剝,脈力度大。
39291,脈大滑動舌紅苔白有剝,脈利度滑。
39292,脈大滑動舌紅苔白有剝,脈幅異常。
39293,脈大滑動舌紅苔白有剝,舌體顏色深紅色。
39294,脈大滑動舌紅苔白有剝,舌苔顏色白。
39295,脈寸尺沉弱關沉,脈部位沉。
39296,脈寸尺沉弱關沉,脈力度弱。
39297,脈寸尺沉弱關沉,脈部位沉。
39298,脈寸尺沉弱關滑,脈部位沉。
39299,脈寸尺沉弱關滑,脈力度弱。
39300,脈寸尺沉弱關滑,脈利度滑。
39301,脈寸弱,脈力度弱。
39302,脈寸弱轉稍有力,脈力度弱。
39303,脈寸弱轉稍有力,脈力度大。
39304,脈寸弱關細弱尺弱,脈力度弱。
39305,脈寸弱關細弱尺弱,脈寬度細。
39306,脈寸弱關細弱尺弱,脈力度弱。
39307,脈寸弱關細弱尺弱,脈力度弱。
39308,脈寸浮,脈部位浮。
39309,脈寸浮餘脈沉,脈部位浮。
39310,脈寸浮餘脈沉,脈部位沉。
39311,脈寸細數關細,脈寬度細。
39312,脈寸細數關細,脈速度快。
39313,脈寸細數關細,脈寬度細。
39314,脈寸滑,脈利度滑。
39315,脈寸關弦滑按之減,脈緊度緊。
39316,脈寸關弦滑按之減,脈利度滑。
39317,脈寸關弦滑按之稍減,脈緊度緊。
39318,脈寸關弦滑按之稍減,脈利度滑。
39319,脈寸關浮弦,脈部位浮。
39320,脈寸關浮弦,脈緊度緊。
39321,脈寸關浮數尺弱,脈部位浮。
39322,脈寸關浮數尺弱,脈速度快。
39323,脈寸關浮數尺弱,脈力度弱。
39324,脈寸關細尺弱,脈寬度細。
39325,脈寸關細尺弱,脈力度弱。
39326,脈寸關細弱尺沉細弱,脈寬度細。
39327,脈寸關細弱尺沉細弱,脈力度弱。
39328,脈寸關細弱尺沉細弱,脈部位沉。
39329,脈寸關細弱尺沉細弱,脈寬度細。
39330,脈寸關細弱尺沉細弱,脈力度弱。
39331,脈已由強轉弱,脈力度弱。
39332,脈中緊滑數,脈利度滑。
